ubigeo,distrito,departamento,provincia,n_ipress,n_camas,n_ccpp,avg_dist_km,total_atenciones,total_atendidos,baseline_score,alternative_score,score_diff
100705,SANTA ROSA DE ALTO YANAJANCA,HUANUCO,MARAÑON,1,0.0,16,12.501387354483445,,,0.09,0.01,0.08
040204,MARISCAL CACERES,AREQUIPA,CAMANA,2,0.0,30,8.875792939088024,,,0.09,0.02,0.07
010120,SOLOCO,AMAZONAS,CHACHAPOYAS,1,0.0,16,4.484247900146127,,,0.09,0.03,0.06
060301,CELENDIN,CAJAMARCA,CELENDIN,5,18.0,82,3.8079456692080536,61623.0,56650.0,0.09,0.03,0.06
020802,BUENA VISTA ALTA,ANCASH,CASMA,3,0.0,48,2.6579679343661895,,,0.09,0.04,0.05
140206,PUEBLO NUEVO,LAMBAYEQUE,FERREÑAFE,1,0.0,15,2.2536088813018114,4919.0,2366.0,0.09,0.05,0.04
220604,PACHIZA,SAN MARTIN,MARISCAL CACERES,5,0.0,73,3.3000791364242716,293.0,286.0,0.09,0.04,0.05
061007,JOSE SABOGAL,CAJAMARCA,SAN MARCOS,6,0.0,87,3.246881905888003,2495.0,2224.0,0.09,0.04,0.05
061109,NIEPOS,CAJAMARCA,SAN MIGUEL,4,0.0,63,2.111739433744968,,,0.09,0.05,0.04
090511,COSME,HUANCAVELICA,CHURCAMPA,3,0.0,44,2.474550695348418,8310.0,1020.0,0.09,0.05,0.04
200410,YAMANGO,PIURA,MORROPON,6,0.0,87,2.108703048353718,,,0.09,0.06,0.03
060105,ENCAÑADA,CAJAMARCA,CAJAMARCA,13,0.0,200,2.9640101531395895,1.0,1.0,0.09,0.04,0.05
022001,YUNGAY,ANCASH,YUNGAY,8,18.0,131,1.6105240327057515,58372.0,54647.0,0.09,0.06,0.03
040304,ATIQUIPA,AREQUIPA,CARAVELI,2,0.0,29,4.530843814220469,,,0.09,0.03,0.06
110111,SANTIAGO,ICA,ICA,6,4.0,88,4.454368185048071,20493.0,16317.0,0.09,0.03,0.06
030412,SAÑAYCA,APURIMAC,AYMARAES,4,0.0,59,5.230487570159474,14910.0,5353.0,0.09,0.03,0.06
010609,OMIA,AMAZONAS,RODRIGUEZ DE MENDOZA,4,0.0,60,2.9247814900614566,,,0.09,0.04,0.05
160102,ALTO NANAY,LORETO,MAYNAS,4,0.0,60,20.59362471557237,,,0.09,0.01,0.08
100402,CANCHABAMBA,HUANUCO,HUACAYBAMBA,2,0.0,31,3.2806043748235116,,,0.09,0.04,0.05
050403,HUAMANGUILLA,AYACUCHO,HUANTA,3,0.0,44,1.8566171909020361,,,0.09,0.06,0.03
030105,HUANIPACA,APURIMAC,ABANCAY,6,0.0,96,3.5333289728951445,,,0.09,0.03,0.06
050904,CHILCAYOC,AYACUCHO,SUCRE,1,0.0,15,1.3949220017959831,,,0.09,0.07,0.02
030705,MAMARA,APURIMAC,GRAU,1,0.0,16,2.6962189387510858,,,0.09,0.04,0.05
211201,SANDIA,PUNO,SANDIA,4,30.0,64,3.8102372964078044,18059.0,5767.0,0.09,0.04,0.05
150808,PACCHO,LIMA,HUAURA,4,0.0,62,2.2664087007069758,,,0.09,0.05,0.04
060201,CAJABAMBA,CAJAMARCA,CAJABAMBA,5,30.0,78,2.556392820569395,55091.0,51547.0,0.09,0.05,0.04
080906,QUELLOUNO,CUSCO,LA CONVENCION,14,0.0,207,3.7030910524262253,,,0.09,0.04,0.05
021907,QUICHES,ANCASH,SIHUAS,2,0.0,30,2.617743676118614,91479.0,11170.0,0.09,0.05,0.04
030714,CURASCO,APURIMAC,GRAU,2,0.0,29,2.5052041877791007,,,0.09,0.05,0.04
150719,SAN JUAN DE IRIS,LIMA,HUAROCHIRI,1,0.0,15,4.740449750010113,,,0.09,0.03,0.06
120304,SAN LUIS DE SHUARO,JUNIN,CHANCHAMAYO,4,0.0,59,2.9520688799429995,43.0,43.0,0.09,0.04,0.05
150906,PACHANGARA,LIMA,OYON,3,0.0,45,4.902973698955627,97.0,60.0,0.09,0.03,0.06
090305,CHINCHO,HUANCAVELICA,ANGARAES,2,0.0,30,2.7759821230882133,58.0,54.0,0.09,0.04,0.05
110403,RIO GRANDE,ICA,PALPA,3,0.0,45,4.6960360382822195,,,0.09,0.03,0.06
061002,CHANCAY,CAJAMARCA,SAN MARCOS,2,0.0,31,2.8411234757096038,44.0,44.0,0.09,0.04,0.05
120426,POMACANCHA,JUNIN,JAUJA,3,0.0,44,5.6022367948432015,,,0.09,0.03,0.06
120201,CONCEPCION,JUNIN,CONCEPCION,1,12.0,17,1.250129075681841,59212.0,41040.0,0.09,0.07,0.02
130802,BULDIBUYO,LA LIBERTAD,PATAZ,4,0.0,61,2.1419319087400637,,,0.09,0.05,0.04
060111,NAMORA,CAJAMARCA,CAJAMARCA,4,0.0,58,2.3348137455970646,11.0,11.0,0.09,0.05,0.04
131005,MOLLEPATA,LA LIBERTAD,SANTIAGO DE CHUCO,2,0.0,32,1.9544092466138292,,,0.09,0.05,0.04
220605,PAJARILLO,SAN MARTIN,MARISCAL CACERES,6,0.0,87,2.9159831591216125,2.0,2.0,0.09,0.04,0.05
030414,TAPAIRIHUA,APURIMAC,AYMARAES,3,0.0,46,2.7730054824008286,32936.0,11492.0,0.09,0.04,0.05
200210,SUYO,PIURA,AYABACA,9,0.0,140,4.7492012335841105,,,0.09,0.03,0.06
200204,LAGUNAS,PIURA,AYABACA,4,0.0,62,3.633050905812742,,,0.09,0.03,0.06
021403,CAJAMARQUILLA,ANCASH,OCROS,1,0.0,16,3.0874478490189166,,,0.09,0.04,0.05
021903,ALFONSO UGARTE,ANCASH,SIHUAS,1,0.0,16,3.6402012645468056,16790.0,2545.0,0.09,0.03,0.06
020603,AMASHCA,ANCASH,CARHUAZ,2,0.0,29,0.8296092981743974,,,0.09,0.09,0.0
100207,SAN RAFAEL,HUANUCO,AMBO,10,0.0,157,2.544276190685576,,,0.09,0.04,0.05
060203,CONDEBAMBA,CAJAMARCA,CAJABAMBA,5,0.0,79,2.3245668492452443,48.0,48.0,0.09,0.05,0.04
210704,NICASIO,PUNO,LAMPA,2,0.0,29,3.5107403061811016,,,0.09,0.04,0.05
110204,CHINCHA BAJA,ICA,CHINCHA,4,0.0,63,1.8261080360745274,,,0.09,0.06,0.03
110109,SAN JOSE DE LOS MOLINOS,ICA,ICA,3,0.0,47,2.55718142781619,,,0.09,0.04,0.05
090303,CALLANMARCA,HUANCAVELICA,ANGARAES,1,0.0,16,2.2990338296541926,662.0,422.0,0.09,0.05,0.04
151023,PUTINZA,LIMA,YAUYOS,1,0.0,15,1.1714898352623366,1518.0,195.0,0.09,0.08,0.01
030109,TAMBURCO,APURIMAC,ABANCAY,3,0.0,47,2.168674641894751,13.0,13.0,0.09,0.05,0.04
160403,YAVARI,LORETO,MARISCAL RAMON CASTILLA,6,0.0,89,15.15761712026651,,,0.09,0.01,0.08
010116,OLLEROS,AMAZONAS,CHACHAPOYAS,1,0.0,15,2.9340641345223997,,,0.09,0.04,0.05
100606,MARIANO DAMASO BERAUN,HUANUCO,LEONCIO PRADO,4,0.0,62,5.659280323568835,,,0.09,0.02,0.07
050109,SAN JOSE DE TICLLAS,AYACUCHO,HUAMANGA,3,0.0,47,1.686076202512214,,,0.09,0.06,0.03
230105,INCLAN,TACNA,TACNA,2,0.0,30,4.823931492911182,19.0,17.0,0.09,0.03,0.06
080911,INKAWASI,CUSCO,LA CONVENCION,5,0.0,77,3.8752972890837873,,,0.09,0.03,0.06
230203,CAMILACA,TACNA,CANDARAVE,3,0.0,46,7.483455077797095,,,0.09,0.02,0.07
110503,HUMAY,ICA,PISCO,4,0.0,60,4.635434302662787,,,0.09,0.03,0.06
010105,CHILIQUIN,AMAZONAS,CHACHAPOYAS,3,0.0,48,3.327730019964461,,,0.09,0.04,0.05
150705,CHICLA,LIMA,HUAROCHIRI,3,0.0,47,4.179647665400308,144.0,144.0,0.09,0.03,0.06
120112,COLCA,JUNIN,HUANCAYO,2,0.0,32,2.6704076020117835,,,0.09,0.04,0.05
180104,SAMEGUA,MOQUEGUA,MARISCAL NIETO,2,0.0,32,1.5960773888661715,214.0,190.0,0.09,0.06,0.03
151017,HUAÑEC,LIMA,YAUYOS,1,0.0,15,3.412486876787988,,,0.09,0.04,0.05
080405,PISAC,CUSCO,CALCA,4,0.0,60,2.2731210357770184,3.0,3.0,0.09,0.05,0.04
081307,YUCAY,CUSCO,URUBAMBA,1,0.0,16,2.226184581079919,,,0.09,0.05,0.04
080407,TARAY,CUSCO,CALCA,2,0.0,31,1.8934844032673968,,,0.09,0.06,0.03
050201,CANGALLO,AYACUCHO,CANGALLO,5,21.0,80,2.567494674923833,17686.0,15644.0,0.09,0.05,0.04
050909,SAN SALVADOR DE QUIJE,AYACUCHO,SUCRE,3,0.0,46,2.1141747748958513,,,0.09,0.05,0.04
050503,AYNA,AYACUCHO,LA MAR,3,26.0,48,3.6082272703481775,44629.0,28968.0,0.09,0.04,0.05
051107,SAURAMA,AYACUCHO,VILCAS HUAMAN,1,0.0,15,3.044261714568991,,,0.09,0.04,0.05
030106,LAMBRAMA,APURIMAC,ABANCAY,7,0.0,107,3.1693330028496174,13.0,10.0,0.09,0.04,0.05
021502,BOLOGNESI,ANCASH,PALLASCA,2,0.0,31,2.45643580739661,,,0.09,0.05,0.04
021504,HUACASCHUQUE,ANCASH,PALLASCA,1,0.0,15,1.1278793953510826,,,0.09,0.08,0.01
180203,COALAQUE,MOQUEGUA,GENERAL SANCHEZ CERRO,2,0.0,36,3.4340406122781966,,,0.08,0.03,0.05
210503,PILCUYO,PUNO,EL COLLAO,8,0.0,130,1.736296325186555,,,0.08,0.06,0.02
060808,PUCARA,CAJAMARCA,JAEN,3,0.0,53,3.067409529898222,11823.0,11153.0,0.08,0.03,0.05
160303,TIGRE,LORETO,LORETO,5,0.0,88,15.195061669708089,,,0.08,0.01,0.07
021407,LLIPA,ANCASH,OCROS,1,0.0,18,2.3784321253676546,,,0.08,0.04,0.04
021210,YURACMARCA,ANCASH,HUAYLAS,3,0.0,49,4.822594914964347,,,0.08,0.03,0.05
130808,PARCOY,LA LIBERTAD,PATAZ,5,0.0,86,2.517481494687816,188.0,92.0,0.08,0.04,0.04
210214,SANTIAGO DE PUPUJA,PUNO,AZANGARO,4,0.0,65,3.55307963112027,,,0.08,0.03,0.05
210207,JOSE DOMINGO CHOQUEHUANCA,PUNO,AZANGARO,1,0.0,18,3.315370250101077,,,0.08,0.03,0.05
220705,PUCACACA,SAN MARTIN,PICOTA,2,0.0,36,2.376751704268828,481.0,385.0,0.08,0.04,0.04
130601,OTUZCO,LA LIBERTAD,OTUZCO,10,24.0,170,2.668461472119281,28142.0,26004.0,0.08,0.04,0.04
030504,HAQUIRA,APURIMAC,COTABAMBAS,12,0.0,206,2.4554753352316747,,,0.08,0.04,0.04
021707,PAMPAS CHICO,ANCASH,RECUAY,2,0.0,36,2.9860216219318536,,,0.08,0.03,0.05
060312,LA LIBERTAD DE PALLAN,CAJAMARCA,CELENDIN,3,0.0,52,3.069340262286894,47.0,47.0,0.08,0.04,0.04
220302,AGUA BLANCA,SAN MARTIN,EL DORADO,2,0.0,35,2.8798317095189314,1.0,1.0,0.08,0.04,0.04
061104,CATILLUC,CAJAMARCA,SAN MIGUEL,2,0.0,33,3.229003027217316,,,0.08,0.04,0.04
010606,LONGAR,AMAZONAS,RODRIGUEZ DE MENDOZA,2,0.0,35,3.1499384411382696,,,0.08,0.03,0.05
021206,PAMPAROMAS,ANCASH,HUAYLAS,8,0.0,130,2.1645946063573347,,,0.08,0.05,0.03
200803,BERNAL,PIURA,SECHURA,1,0.0,18,2.8625056132989024,54925.0,15733.0,0.08,0.04,0.04
040123,TIABAYA,AREQUIPA,AREQUIPA,1,0.0,17,1.3734374908141267,,,0.08,0.06,0.02
060615,TORIBIO CASANOVA,CAJAMARCA,CUTERVO,2,0.0,33,2.3493162138417003,,,0.08,0.05,0.03
040313,YAUCA,AREQUIPA,CARAVELI,1,0.0,17,6.906008904893227,34.0,33.0,0.08,0.02,0.06
040402,ANDAGUA,AREQUIPA,CASTILLA,2,0.0,36,7.0952704882598105,,,0.08,0.02,0.06
021602,HUAYLLAN,ANCASH,POMABAMBA,3,0.0,49,2.709142444256243,,,0.08,0.04,0.04
220910,MORALES,SAN MARTIN,SAN MARTIN,2,12.0,37,2.45392951655382,61441.0,34030.0,0.08,0.04,0.04
090723,SANTIAGO DE TUCUMA,HUANCAVELICA,TAYACAJA,1,0.0,17,2.095246798069791,6.0,6.0,0.08,0.05,0.03
100601,RUPA-RUPA,HUANUCO,LEONCIO PRADO,2,19.0,40,4.136910555132138,486434.0,237392.0,0.08,0.03,0.05
160601,CONTAMANA,LORETO,UCAYALI,6,17.0,109,11.005150954753187,398323.0,58700.0,0.08,0.01,0.07
060907,TABACONAS,CAJAMARCA,SAN IGNACIO,6,0.0,104,4.673458560187822,765.0,766.0,0.08,0.03,0.05
160105,LAS AMAZONAS,LORETO,MAYNAS,5,0.0,81,8.159765251325094,,,0.08,0.02,0.06
100702,CHOLON,HUANUCO,MARAÑON,4,0.0,68,6.297667419524133,,,0.08,0.02,0.06
200604,LANCONES,PIURA,SULLANA,14,0.0,227,5.042582708720161,,,0.08,0.03,0.05
220706,SAN CRISTOBAL,SAN MARTIN,PICOTA,1,0.0,17,1.3950214193263417,,,0.08,0.06,0.02
130403,PUEBLO NUEVO,LA LIBERTAD,CHEPEN,3,0.0,50,3.261673896086478,182.0,114.0,0.08,0.04,0.04
100201,AMBO,HUANUCO,AMBO,6,0.0,104,3.0482531565423487,,,0.08,0.04,0.04
131008,SITABAMBA,LA LIBERTAD,SANTIAGO DE CHUCO,4,0.0,70,2.2219336799595246,,,0.08,0.04,0.04
090112,MOYA,HUANCAVELICA,HUANCAVELICA,2,0.0,35,2.8712313511620478,159.0,158.0,0.08,0.04,0.04
050702,CHUMPI,AYACUCHO,PARINACOCHAS,4,0.0,71,2.930952828722198,,,0.08,0.04,0.04
090503,CHINCHIHUASI,HUANCAVELICA,CHURCAMPA,3,0.0,51,2.313823229372338,2118.0,210.0,0.08,0.04,0.04
050810,SARA SARA,AYACUCHO,PAUCAR DEL SARA SARA,1,0.0,18,3.1222628274522535,,,0.08,0.03,0.05
190305,POZUZO,PASCO,OXAPAMPA,6,0.0,106,4.517590171480406,1993.0,1871.0,0.08,0.03,0.05
021101,HUARMEY,ANCASH,HUARMEY,4,0.0,68,7.313370163895648,141144.0,90692.0,0.08,0.02,0.06
130608,MACHE,LA LIBERTAD,OTUZCO,3,0.0,52,1.4235543169008085,,,0.08,0.06,0.02
140120,TUMAN,LAMBAYEQUE,CHICLAYO,2,0.0,35,3.3084836851818933,,,0.08,0.03,0.05
030709,SAN ANTONIO,APURIMAC,GRAU,1,0.0,18,1.4616526427424337,,,0.08,0.06,0.02
060304,HUASMIN,CAJAMARCA,CELENDIN,8,0.0,140,2.611143545864211,,,0.08,0.04,0.04
090717,SURCUBAMBA,HUANCAVELICA,TAYACAJA,7,0.0,119,2.3842504470002304,392.0,369.0,0.08,0.04,0.04
022002,CASCAPARA,ANCASH,YUNGAY,2,0.0,33,3.000939363015068,,,0.08,0.04,0.04
050621,SANTA LUCIA,AYACUCHO,LUCANAS,4,0.0,68,6.850654886807551,,,0.08,0.02,0.06
020110,PARIACOTO,ANCASH,HUARAZ,3,0.0,51,2.8005376316650876,,,0.08,0.04,0.04
120808,SANTA ROSA DE SACCO,JUNIN,YAULI,2,0.0,34,2.9653238270736013,59680.0,51987.0,0.08,0.04,0.04
110303,EL INGENIO,ICA,NASCA,3,0.0,50,6.069516003242357,,,0.08,0.02,0.06
020801,CASMA,ANCASH,CASMA,4,31.0,72,4.3030308144823355,187086.0,135106.0,0.08,0.03,0.05
030707,PATAYPAMPA,APURIMAC,GRAU,2,0.0,35,4.325196432174314,,,0.08,0.03,0.05
060108,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA,7,0.0,118,2.128213464672663,12534.0,12190.0,0.08,0.05,0.03
210206,CHUPA,PUNO,AZANGARO,5,0.0,89,2.563908572256026,,,0.08,0.04,0.04
190207,TAPUC,PASCO,DANIEL ALCIDES CARRION,3,0.0,53,1.7997367132061042,27.0,26.0,0.08,0.05,0.03
200202,FRIAS,PIURA,AYABACA,9,0.0,161,3.108455222575762,,,0.08,0.03,0.05
200206,PACAIPAMPA,PIURA,AYABACA,11,0.0,185,3.4891680257378237,,,0.08,0.03,0.05
150602,ATAVILLOS ALTO,LIMA,HUARAL,4,0.0,65,5.980187951883421,,,0.08,0.02,0.06
020101,HUARAZ,ANCASH,HUARAZ,12,130.0,221,2.2765229952721877,343780.0,343595.0,0.08,0.05,0.03
010518,SAN JERONIMO,AMAZONAS,LUYA,2,0.0,34,3.0661524379158807,,,0.08,0.04,0.04
131001,SANTIAGO DE CHUCO,LA LIBERTAD,SANTIAGO DE CHUCO,9,15.0,157,3.6833211408884092,80016.0,28407.0,0.08,0.03,0.05
130803,CHILLIA,LA LIBERTAD,PATAZ,5,0.0,81,2.9221541710663654,,,0.08,0.04,0.04
130705,SAN JOSE,LA LIBERTAD,PACASMAYO,2,2.0,34,3.345549892901611,,,0.08,0.03,0.05
110507,SAN CLEMENTE,ICA,PISCO,2,0.0,34,3.695409737499724,626.0,553.0,0.08,0.03,0.05
150402,ARAHUAY,LIMA,CANTA,2,0.0,35,3.905717544935734,,,0.08,0.03,0.05
030104,CURAHUASI,APURIMAC,ABANCAY,14,0.0,239,2.832581867473087,45596.0,34780.0,0.08,0.04,0.04
120708,SAN PEDRO DE CAJAS,JUNIN,TARMA,6,0.0,101,3.7485687212855296,100.0,100.0,0.08,0.03,0.05
150807,LEONCIO PRADO,LIMA,HUAURA,4,0.0,66,3.725718752658799,,,0.08,0.03,0.05
090312,SECCLLA,HUANCAVELICA,ANGARAES,2,0.0,34,3.3222373125530664,2129.0,1402.0,0.08,0.03,0.05
010303,CHURUJA,AMAZONAS,BONGARA,1,0.0,18,2.549849202527119,,,0.08,0.04,0.04
081102,CAICAY,CUSCO,PAUCARTAMBO,3,0.0,49,2.732382563365202,,,0.08,0.04,0.04
030712,VILCABAMBA,APURIMAC,GRAU,1,0.0,17,1.5631673380384077,217.0,211.0,0.08,0.06,0.02
040706,PUNTA DE BOMBON,AREQUIPA,ISLAY,1,0.0,18,11.4324703176219,1290.0,654.0,0.08,0.01,0.07
080508,TUPAC AMARU,CUSCO,CANAS,3,0.0,54,2.073984812522306,,,0.08,0.04,0.04
150516,ZUÑIGA,LIMA,CAÑETE,1,0.0,18,2.551223374493358,,,0.08,0.04,0.04
030409,LUCRE,APURIMAC,AYMARAES,4,0.0,71,1.494973684810138,34458.0,12144.0,0.08,0.06,0.02
090713,QUISHUAR,HUANCAVELICA,TAYACAJA,1,0.0,17,1.8955949037935704,3.0,3.0,0.08,0.05,0.03
080402,COYA,CUSCO,CALCA,2,0.0,35,2.316361602185503,,,0.08,0.04,0.04
110206,GROCIO PRADO,ICA,CHINCHA,3,0.0,52,4.817037432615813,,,0.08,0.02,0.06
210701,LAMPA,PUNO,LAMPA,6,22.0,111,4.456078700612791,30242.0,20227.0,0.08,0.03,0.05
060303,CORTEGANA,CAJAMARCA,CELENDIN,4,0.0,70,3.97271205566882,17.0,17.0,0.08,0.03,0.05
010102,ASUNCION,AMAZONAS,CHACHAPOYAS,1,0.0,18,2.192009229748192,,,0.08,0.04,0.04
090714,SALCABAMBA,HUANCAVELICA,TAYACAJA,4,0.0,70,2.750744211812983,185.0,179.0,0.08,0.04,0.04
170102,INAMBARI,MADRE DE DIOS,TAMBOPATA,2,0.0,36,16.27620227393245,,,0.08,0.01,0.07
090306,CONGALLA,HUANCAVELICA,ANGARAES,5,0.0,90,2.763127881179335,285.0,237.0,0.08,0.04,0.04
090611,SAN FRANCISCO DE SANGAYAICO,HUANCAVELICA,HUAYTARA,2,0.0,33,4.025092335288045,,,0.08,0.03,0.05
050510,ANCHIHUAY,AYACUCHO,LA MAR,2,0.0,36,5.898471608578604,,,0.08,0.02,0.06
150717,SAN BARTOLOME,LIMA,HUAROCHIRI,3,0.0,52,1.8116851034430514,,,0.08,0.05,0.03
160302,PARINARI,LORETO,LORETO,3,0.0,53,7.208947615913961,,,0.08,0.02,0.06
130202,CHICAMA,LA LIBERTAD,ASCOPE,2,9.0,34,3.4948111258558874,2913.0,2913.0,0.08,0.03,0.05
140307,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,5,0.0,90,3.2858698618659696,55.0,53.0,0.08,0.03,0.05
180303,PACOCHA,MOQUEGUA,ILO,1,0.0,18,19.651985417509025,71366.0,60419.0,0.08,0.01,0.07
050113,TAMBILLO,AYACUCHO,HUAMANGA,4,0.0,66,2.8859849130344095,,,0.08,0.04,0.04
020306,SAN JUAN DE RONTOY,ANCASH,ANTONIO RAYMONDI,2,0.0,36,2.4805066438758074,,,0.08,0.04,0.04
100507,MONZON,HUANUCO,HUAMALIES,8,0.0,129,4.7457127876604615,,,0.08,0.03,0.05
220510,TABALOSOS,SAN MARTIN,LAMAS,4,4.0,65,4.664006550625296,11427.0,5893.0,0.08,0.03,0.05
010612,VISTA ALEGRE,AMAZONAS,RODRIGUEZ DE MENDOZA,1,0.0,17,9.531007674942162,,,0.08,0.01,0.07
050505,CHUNGUI,AYACUCHO,LA MAR,4,0.0,73,4.8765837896796365,,,0.07,0.02,0.05
080902,ECHARATE,CUSCO,LA CONVENCION,19,0.0,364,4.928024301604644,,,0.07,0.02,0.05
030306,PACHACONAS,APURIMAC,ANTABAMBA,3,0.0,57,4.334864783559027,,,0.07,0.02,0.05
090718,TINTAY PUNCU,HUANCAVELICA,TAYACAJA,4,0.0,78,3.2773799595822077,177.0,174.0,0.07,0.03,0.04
040125,VITOR,AREQUIPA,AREQUIPA,4,0.0,77,4.333944603337923,1146.0,888.0,0.07,0.02,0.05
090102,ACOBAMBILLA,HUANCAVELICA,HUANCAVELICA,6,0.0,118,4.251526666566784,102.0,102.0,0.07,0.02,0.05
140202,CAÑARIS,LAMBAYEQUE,FERREÑAFE,7,0.0,136,2.325242660095927,,,0.07,0.04,0.03
100607,PUCAYACU,HUANUCO,LEONCIO PRADO,1,0.0,20,7.978871488352498,,,0.07,0.01,0.06
010115,MONTEVIDEO,AMAZONAS,CHACHAPOYAS,1,0.0,19,2.1320026979769375,,,0.07,0.04,0.03
010113,MARISCAL CASTILLA,AMAZONAS,CHACHAPOYAS,4,0.0,74,3.5816172085223856,,,0.07,0.03,0.04
040116,SABANDIA,AREQUIPA,AREQUIPA,1,0.0,19,1.4798385972159598,,,0.07,0.05,0.02
010310,SHIPASBAMBA,AMAZONAS,BONGARA,1,0.0,20,3.2769747770174424,,,0.07,0.03,0.04
250203,TAHUANIA,UCAYALI,ATALAYA,5,0.0,94,10.751298613132285,43.0,40.0,0.07,0.01,0.06
060809,SALLIQUE,CAJAMARCA,JAEN,6,0.0,118,2.6940969049106784,1678.0,1679.0,0.07,0.03,0.04
060807,POMAHUACA,CAJAMARCA,JAEN,5,0.0,95,4.63384518316007,2196.0,1844.0,0.07,0.02,0.05
200304,HUARMACA,PIURA,HUANCABAMBA,21,0.0,426,3.6063464983406135,,,0.07,0.03,0.04
090104,CONAYCA,HUANCAVELICA,HUANCAVELICA,1,0.0,19,2.183238653336024,4.0,4.0,0.07,0.04,0.03
030302,EL ORO,APURIMAC,ANTABAMBA,1,0.0,19,1.771593883991557,,,0.07,0.05,0.02
021603,PAROBAMBA,ANCASH,POMABAMBA,6,0.0,118,2.368735175366238,231321.0,231187.0,0.07,0.04,0.03
020611,YUNGAR,ANCASH,CARHUAZ,4,0.0,83,0.810178969440993,,,0.07,0.07,0.0
210112,PLATERIA,PUNO,PUNO,7,0.0,130,2.443514166095316,,,0.07,0.04,0.03
110301,NASCA,ICA,NASCA,5,19.0,100,5.144923891647391,265258.0,153475.0,0.07,0.02,0.05
130901,HUAMACHUCO,LA LIBERTAD,SANCHEZ CARRION,6,17.0,118,3.4333379031463074,80076.0,45115.0,0.07,0.03,0.04
130902,CHUGAY,LA LIBERTAD,SANCHEZ CARRION,6,0.0,119,2.925539847583247,,,0.07,0.03,0.04
220709,TINGO DE PONASA,SAN MARTIN,PICOTA,5,0.0,104,2.9707697312066097,212.0,199.0,0.07,0.03,0.04
061103,CALQUIS,CAJAMARCA,SAN MIGUEL,2,0.0,37,5.04429960535052,,,0.07,0.02,0.05
140108,MONSEFU,LAMBAYEQUE,CHICLAYO,3,0.0,56,1.5696622290857962,,,0.07,0.05,0.02
220403,EL ESLABON,SAN MARTIN,HUALLAGA,3,0.0,60,2.71721284562991,2918.0,1701.0,0.07,0.03,0.04
060305,JORGE CHAVEZ,CAJAMARCA,CELENDIN,1,0.0,20,3.344258513546857,,,0.07,0.03,0.04
010104,CHETO,AMAZONAS,CHACHAPOYAS,1,0.0,20,5.224858803341787,,,0.07,0.02,0.05
131102,LUCMA,LA LIBERTAD,GRAN CHIMU,6,0.0,116,2.7010663933600307,,,0.07,0.03,0.04
021906,HUAYLLABAMBA,ANCASH,SIHUAS,3,0.0,56,2.3768997337617566,,,0.07,0.04,0.03
130811,SANTIAGO DE CHALLAS,LA LIBERTAD,PATAZ,2,0.0,40,2.691099045721538,,,0.07,0.03,0.04
040127,YARABAMBA,AREQUIPA,AREQUIPA,1,0.0,20,2.516474013448881,,,0.07,0.04,0.03
200208,SAPILLICA,PIURA,AYABACA,4,0.0,73,2.911956060442085,,,0.07,0.03,0.04
100208,TOMAY KICHWA,HUANUCO,AMBO,2,0.0,39,2.217001156890106,,,0.07,0.04,0.03
061102,BOLIVAR,CAJAMARCA,SAN MIGUEL,2,0.0,41,2.3510539551295624,,,0.07,0.04,0.03
090116,VILCA,HUANCAVELICA,HUANCAVELICA,4,0.0,75,3.0118736769143255,11.0,11.0,0.07,0.03,0.04
100206,SAN FRANCISCO,HUANUCO,AMBO,3,0.0,56,2.1883365244877004,,,0.07,0.04,0.03
210308,OLLACHEA,PUNO,CARABAYA,4,0.0,78,4.655917445493521,40.0,40.0,0.07,0.02,0.05
220701,PICOTA,SAN MARTIN,PICOTA,4,15.0,87,1.6226055781536404,6038.0,5010.0,0.07,0.05,0.02
030407,IHUAYLLO,APURIMAC,AYMARAES,2,0.0,41,1.8433323766139698,8437.0,3074.0,0.07,0.04,0.03
150607,LAMPIAN,LIMA,HUARAL,2,0.0,39,2.9449719945879367,,,0.07,0.03,0.04
150606,IHUARI,LIMA,HUARAL,6,0.0,114,2.804248071378128,,,0.07,0.03,0.04
040802,ALCA,AREQUIPA,LA UNION,1,0.0,19,3.7402726108669047,,,0.07,0.03,0.04
150407,SANTA ROSA DE QUIVES,LIMA,CANTA,4,0.0,83,4.162873622047085,,,0.07,0.02,0.05
061001,PEDRO GALVEZ,CAJAMARCA,SAN MARCOS,4,0.0,81,2.909084546904533,25786.0,23160.0,0.07,0.03,0.04
021509,PAMPAS,ANCASH,PALLASCA,4,0.0,77,5.335021472204989,959.0,710.0,0.07,0.02,0.05
130905,MARCABAL,LA LIBERTAD,SANCHEZ CARRION,6,3.0,124,2.6428377357707893,29.0,29.0,0.07,0.03,0.04
060106,JESUS,CAJAMARCA,CAJAMARCA,5,0.0,100,2.67060118598743,361.0,359.0,0.07,0.03,0.04
061113,UNION AGUA BLANCA,CAJAMARCA,SAN MIGUEL,2,0.0,39,2.4457933779177363,,,0.07,0.04,0.03
090204,CAJA,HUANCAVELICA,ACOBAMBA,3,0.0,61,2.4320640187938145,4031.0,4013.0,0.07,0.04,0.03
050407,SIVIA,AYACUCHO,HUANTA,7,14.0,139,4.439281173526535,10958.0,7489.0,0.07,0.02,0.05
